  1.1220185E+13  6.7348638E-09
  1.4125376E+13  1.5470393E-07
  1.7782794E+13  2.5311281E-06
  2.2387211E+13  2.9583764E-05
  2.8183829E+13  2.4796952E-04
  3.5481337E+13  1.4981660E-03
  4.4668356E+13  6.5693073E-03
  5.6234133E+13  2.1110276E-02
  7.0794575E+13  5.0430782E-02
  8.9125101E+13  9.1493949E-02
  1.1220184E+14  0.1299151    
  1.4125374E+14  0.1498436    
  1.7782792E+14  0.1461445    
  2.2387215E+14  0.1256378    
  2.8183830E+14  9.8565504E-02
  3.5481339E+14  7.1249247E-02
  4.4668358E+14  4.7314934E-02
  5.6234131E+14  2.8996410E-02
  7.0794570E+14  1.6048446E-02
  8.9125081E+14  7.8248726E-03
  1.1220182E+15  3.6321827E-03
  1.4125378E+15  1.8112437E-03
  1.7782797E+15  9.7854505E-04
  2.2387214E+15  4.7511025E-04
  2.8183830E+15  1.5122705E-04
  3.5481342E+15  2.5874286E-05
  4.4668358E+15  2.2074923E-06
  5.6234130E+15  9.1586919E-08
  7.0794574E+15  1.8310489E-09
  8.9125086E+15  1.7567996E-11
