 1.12201850E+13  6.87362291E+00  8.22166250E-09
 1.41253760E+13  6.70553353E+00  1.86482810E-07
 1.77827940E+13  6.53295457E+00  3.01982280E-06
 2.23872110E+13  6.37465106E+00  3.49904660E-05
 2.81838290E+13  6.22112186E+00  2.90924100E-04
 3.54813370E+13  6.08449579E+00  1.74255750E-03
 4.46683560E+13  5.95041148E+00  7.56310580E-03
 5.62341330E+13  5.81989299E+00  2.39974880E-02
 7.07945750E+13  5.71158235E+00  5.64109790E-02
 8.91251010E+13  5.60617042E+00  1.00172300E-01
 1.12201840E+14  5.50718702E+00  1.38141600E-01
 1.41253740E+14  5.42854387E+00  1.53583900E-01
 1.77827920E+14  5.35385948E+00  1.44121200E-01
 2.23872150E+14  5.28861669E+00  1.19589500E-01
 2.81838300E+14  5.23784848E+00  9.09607260E-02
 3.54813390E+14  5.19726777E+00  6.45075370E-02
 4.46683580E+14  5.16968988E+00  4.27824330E-02
 5.62341310E+14  5.16429667E+00  2.67039690E-02
 7.07945700E+14  5.16247053E+00  1.56080470E-02
 8.91250810E+14  5.17717969E+00  8.20643920E-03
 1.12201820E+15  5.20513659E+00  3.72330910E-03
 1.41253780E+15  5.25570212E+00  1.39452550E-03
 1.77827970E+15  5.31825342E+00  3.85885160E-04
 2.23872140E+15  5.40206410E+00  6.77605130E-05
 2.81838300E+15  5.50089606E+00  6.71646560E-06
 3.54813420E+15  5.62673816E+00  3.51490000E-07
 4.46683580E+15  5.77017642E+00  9.38203200E-09
 5.62341300E+15  5.93854411E+00  1.25488630E-10
 7.07945740E+15  6.15610245E+00  8.33314320E-13
 8.91250860E+15  6.46531704E+00  2.73367090E-15
