  1.1220185E+13  8.2216625E-09
  1.4125376E+13  1.8648281E-07
  1.7782794E+13  3.0198228E-06
  2.2387211E+13  3.4990466E-05
  2.8183829E+13  2.9092410E-04
  3.5481337E+13  1.7425575E-03
  4.4668356E+13  7.5631058E-03
  5.6234133E+13  2.3997488E-02
  7.0794575E+13  5.6410979E-02
  8.9125101E+13  0.1001723    
  1.1220184E+14  0.1381416    
  1.4125374E+14  0.1535839    
  1.7782792E+14  0.1441212    
  2.2387215E+14  0.1195895    
  2.8183830E+14  9.0960726E-02
  3.5481339E+14  6.4507537E-02
  4.4668358E+14  4.2782433E-02
  5.6234131E+14  2.6703969E-02
  7.0794570E+14  1.5608047E-02
  8.9125081E+14  8.2064392E-03
  1.1220182E+15  3.7233091E-03
  1.4125378E+15  1.3945255E-03
  1.7782797E+15  3.8588516E-04
  2.2387214E+15  6.7760513E-05
  2.8183830E+15  6.7164656E-06
  3.5481342E+15  3.5149000E-07
  4.4668358E+15  9.3820320E-09
  5.6234130E+15  1.2548863E-10
  7.0794574E+15  8.3331432E-13
  8.9125086E+15  2.7336709E-15
